date,title,link,content,sentiment
2023-05-28 07:11:00,"삼성전자, '7만전자' 복귀… 증권가 ""주가 더 오른다"" 핑크빛 전망",https://n.news.naver.com/mnews/article/417/0000924164?sid=101,"['삼성전자', ',', ""'7만전자'"", '복귀…', '증권', '가', '""', '주', '가', '더', '오르', 'ㄴ다', '""', '핑크빛', '전망']",부정
2023-05-28 10:31:01,"“삼성전자, 역시 믿고 있었다고”...기지개 켜는 반도체 원투펀치, 무슨 일이 [MK위클리반도체]",https://n.news.naver.com/mnews/article/009/0005136345?sid=101,"['“삼성전자,', '역시', '믿', '고', '있었다고”', '...', '기지개', '크', '어는', '반도체', '원투펀치,', '무슨', '일', '이', '[', 'MK', '위클리반도체', ']']",부정
2023-05-28 11:17:01,"회식 중 잃어버린 가방, 삼성 폰으로 찾은 사연 [DD전자상가]",https://n.news.naver.com/mnews/article/138/0002149392?sid=105,"['회식', '중', '잃', '어', '버리', 'ㄴ', '가방,\xa0삼성', '폰', '으로', '찾', '은', '사연', '[', 'DD', '전자상가', ']']",부정
2023-05-28 11:52:04,"'AI 붐' 엔비디아 깜짝 실적, 삼성전자·SK하이닉스에도 훈풍",https://n.news.naver.com/mnews/article/001/0013968431?sid=101,"[""'"", 'AI', '불', 'ㅁ', ""'"", '엔비디아', '깜짝', '실적', ',', '삼성전자·SK하이닉스', '에도', '훈풍']",부정
2023-05-28 09:49:02,코스피 주간 기관 순매수 1위 '삼성전자',https://n.news.naver.com/mnews/article/018/0005495698?sid=101,"['코스피', '주간', '기관', '순매수', '1위', ""'"", '삼성전자', ""'""]",부정
2023-05-28 00:07:01,"셀카찍다 삼성폰 빠트린 印공무원, 물 사흘 퍼냈지만…",https://n.news.naver.com/mnews/article/005/0001611716?sid=102,"['셀카찍다', '삼성폰', '빠트리', 'ㄴ', '印공무원', ',', '물', 'ㄹ', '사흘', '퍼냈지만…']",긍정
2023-05-27 16:04:33,미중 '반도체 전쟁' 확산 속 한국에 '협력 손' 내민 중국,https://n.news.naver.com/mnews/article/001/0013967759?sid=105,"['미중', ""'"", '반도체', '전쟁', ""'"", '확산', '속', '한국', '에', ""'"", '협력', '손', ""'"", '내밀', 'ㄴ', '중국']",부정
2023-05-27 15:30:01,"저수지에 빠뜨린 삼성휴대폰 찾으려..""물 다 빼""",https://n.news.naver.com/mnews/article/018/0005495478?sid=102,"['저수지', '에', '빠뜨리', 'ㄴ', '삼성휴대폰', '찾', '으리어', '..""', '물', '다', '빼', '어', '""']",중립
2023-05-28 06:01:31,오포·화웨이에 시장 뺏기는데 모토로라까지 온다… 中 폴더블폰 반격에 삼성 위기감 고조,https://n.news.naver.com/mnews/article/366/0000905033?sid=105,"['오포·화웨이', '에', '시장', '뺏기', 'ㄴ데', '모토', '로이', '라', '까지', '온다…', '中', '폴더블폰', '반격', '에', '삼성', '위기감', '고조']",긍정
2023-05-28 07:42:48,"주도주 바뀐다…반도체, 2차전지 수익률 역전",https://n.news.naver.com/mnews/article/215/0001104211?sid=101,"['주도주', '바뀐다…반도체,', '2차전지', '수익률', '역전']",부정
2023-05-28 10:48:23,전기료 인상에 백화점도 고효율 가전 판촉대전,https://n.news.naver.com/mnews/article/001/0013968344?sid=101,"['전기료', '인상', '에', '백화점', '도', '고효율', '가전', '판촉대전']",부정
2023-05-28 11:01:08,"외국산 노트북, 韓 시장 3위 싸움 '치열'",https://n.news.naver.com/mnews/article/003/0011883741?sid=101,"['외국산', '노트북', ',', '韓', '시장', '3위', '싸우', 'ㅁ', ""'"", '치열', ""'""]",부정
