date,title,link,content
2023-05-14 16:35:10,"삼성전자, 日에 반도체 개발거점 신설…한일 협력 강화",https://n.news.naver.com/mnews/article/003/0011857622?sid=101,"[
기사내용 요약약 3천억 투자, 요코하마에 시제품 생산라인한일 관계 개선 영향…양국 경제 안보 강화



[서울=뉴시스] 고승민 기자 = 서울 삼성전자 서초사옥 모습. 2023.01.31. kkssmm99@newsis.com[서울=뉴시스]유희석 기자 = 삼성전자가 일본에 반도체 연구개발(R&amp;D) 거점을 신설할 것으로 전해졌다. 일본 닛케이신문은 14일 삼성전자가 일본 요코하마시에 300억엔(약 3000억원) 이상을 투자해 새로운 첨단 반도체 R&amp;D 시설을 구축할 예정이라고 전했다. 시설은 오는 2025년 중 가동하는 것이 목표다. 보도에 따르면 삼성전자는 이곳에서 반도체 소자 조립과 시제품 등을 생산할 계획이다. 특히 일본의 반도체 소재·장비 업체와 공동연구를 진행하고, 구성 재료의 개발과 검증 등에서도 일본 공급업체와 협력할 예정이다. 삼성전자는 최근 요코하마에 반도체·디스플레이 연구조직인 'DSRJ(디바이스 솔루션 리서치 재팬)'도 설립한 것으로 알려졌다. 일본 요코하마와 오사카 등에 흩어져 있던 DS 부문 연구시설을 통합한 것이다. 삼성전자는 반도체 개발 거점 신설을 위해 일본 정부의 보조금도 신청한 것으로 전해진다. 일본 경제산업성은 해외 기업을 포함해 반도체 등 첨단 산업 투자에 보조금을 주고 있다. 삼성전자는 이번 R&amp;D 거점 신설로 100억엔 이상의 보조금을 받을 것으로 추산된다. 삼성전자의 요코하마 반도체 개발 거점 신설은 최근 한일 관계 개선 상황과 맞물린다. 지난 3월 윤석열 대통령의 방일과 이달 기시다 후미오 일본 총리의 방한으로 양국 관계가 급속도로 좋아지면서 삼성의 일본 투자도 속도를 내고 있다. 닛케이는 ""한일 양국은 안보 협력과 함께 전략물자인 반도체에서도 양국의 강점을 살리는 형태로 경제 협력을 강화할 것""이라며 ""일본 정부의 반도체 산업 부흥 정책 성공의 열쇠도 한국, 미국, 대만 등과의 연계 강화가 될 것""이라고 전했다．
]"
2023-05-14 16:47:01,"이재용 삼성전자 회장, 美서 일론 머스크 만났다",https://n.news.naver.com/mnews/article/082/0001212145?sid=105,"[




이재용 삼성전자 회장(왼쪽 세 번째)이 지난 10일 미국 실리콘밸리에 위치한 삼성전자 북미 반도체연구소에서 일론 머스크 테슬라 최고경영자(CEO, 오른쪽 네 번째)와 만나 기념 촬영하고 있다. 연합뉴스이재용 삼성전자 회장이 최근 미국 출장 기간 실리콘밸리에 위치한 삼성전자 북미 반도체연구에서 일론 머스크 테슬라 최고경영자(CEO)와 만나 미래 첨단산업 분야에서의 협력 방안을 논의한 것으로 14일 전해졌다. 만남에는 경계현 삼성전자 디바이스솔루션(DS)부문장(사장), 최시영 삼성전자 파운드리사업부장(사장), 한진만 삼성전자 미주총괄(DSA) 부사장, 최주선 삼성디스플레이 사장, 칸 부디라지 테슬라 부사장, 앤드루 바글리노 테슬라 최고기술책임자(CTO) 등이 참석한 것으로 알려졌다.이 회장이 머스크 CEO와 별도 미팅을 가진 것은 이번이 처음이라 그 배경과 면담 내용에 관심이 쏠린다. 재계 안팎에선 이번 면담을 계기로 삼성의 전장용 시스템반도체 영토가 더욱 확대될 수 있다고 보고 있다. 실제 삼성전자는 테슬라의 완전자율주행 반도체 생산 경험을 토대로 자율주행 카메라와 소프트웨어 개발 기업 '모빌아이'의 고성능 반도체 위탁 생산 주문을 따내는 등 전장 반도체 시장에서 영향력을 키우고 있다.이 회장은 앞서 역대 최장인 22일간의 미국 출장을 마치고 이달 12일 귀국했다. 이번 출장 기간 엔비디아 창업자 젠슨 황 CEO를 포함해 사티아 나델라 마이크로소프트 CEO와 순다르 피차이 구글 CEO 등 바이오, 정보통신기술(ICT), 인공지능(AI), 차세대 모빌리티 등을 주도하는 글로벌 기업 CEO 20여명을 두루 만난 것으로 전해진다.
]"
2023-05-14 20:34:01,"삼성전자·테슬라 협력 확대 기대감...이재용, 머스크와 만났다",https://n.news.naver.com/mnews/article/050/0000065519?sid=101,"[
지난 10일 미국 실리콘밸리에서 회동미래 첨단 산업 분야 협력 방안 논의



왼쪽 둘째부터 최주선 삼성디스플레이 사장, 칸 부디라지(Karn Budhiraj) 테슬라 부사장, 앤드류 바글리노(Andrew Baglino) 테슬라 CTO, 이재용 삼성전자 회장, 일론 머스크 테슬라 CEO, 경계현 삼성전자 DS부문장 사장, 최시영 삼성전자 파운드리사업부장 사장, 한진만 삼성전자 DSA 부사장.  사진=삼성전자 제공이재용 삼성 회장이 일론 머스크 테슬라 최고경영자(CEO)가 만남을 가진 것으로 확인됐다. 이 회장이 머스크 CEO와 별도 미팅을 가진 건 이번이 처음이다. 이번 만남을 계기로 삼성전자의 전자용 시스템반도체 영토가 더욱 확대될 것이라는 기대감이 나오고 있다.삼성전자는 14일 이 회장이 지난 10일 미국 실리콘밸리에 위치한 삼성전자 북미 반도체연구소에서 머스크 CEO를 만나 미래 첨단 산업 분야 협력 방안에 대해 논의했다고 밝혔다.머스크 CEO는 세계 최대 전기차 기업인 테슬라를 비롯해 차세대 위성통신(스타링크), 우주탐사(스페이스X), 차세대 모빌리티(하이퍼루프), 인공지능(뉴럴링크·오픈AI) 등 첨단 기술 분야의 혁신 기업들을 이끌고 있다.업계에서는 이 회장과 머스크 CEO의 만남을 계기로 삼성의 전장용 시스템반도체 영토가 더욱 확대될 것으로 보고 있다.이 회장 외에도 반도체, 디스플레이 수장을 모두 대동하고 테슬라 경영진과 만난 만큼 차세대 자율주행 반도체 양산 등과 관련해 양측의 심도 있는 논의가 오갔을 가능성이 거론되고 있다.삼성전자는 테슬라의 완전자율주행 반도체 생산 경험을 갖고 있다. 이를 토대로 자율주행 카메라 및 소프트웨어(SW) 개발 기업 ‘모빌아이’의 고성능 반도체 위탁 생산 주문을 수주하는 등 전장 반도체 시장에서 영향력을 키우고 있는 상황이다.한편 이 회장은 지난달 20일 출국해 윤석열 대통령의 미국 국빈 방문 경제사절단으로 동행했다.공식 일정 이후에도 미국에 남아 존슨앤존슨(J&amp;J) 등 미국 빅파마 CEO들과 연달아 회동한데 이어 이번에 머스크 CEO와도 만남을 가졌다.삼성전자에 따르면 이재용 회장은 12일 오전 귀국했다. 총 출장기간만 22일로 회장 취임 후 가장 오랜 기간 출장을 다녀왔다.
]"
2023-05-14 11:41:01,"""삼성전자, 日에 3000억 규모 반도체 시설 짓는다""",https://n.news.naver.com/mnews/article/014/0005011677?sid=101,"[




【파이낸셜뉴스 도쿄=김경민 기자】 삼성전자가 일본 요코하마시에 첨단 반도체 디바이스 시제품 라인을 만든다고 일본 니혼게이자이신문이 14일 보도했다. 투자 규모는 300억엔(약 3000억원) 이상이다. 연내에 거점 신설을 위한 정비를 시작해 2025년 가동을 목표로 한다.   삼성전자는 일본에 입체 구조의 반도체 디바이스 조립·시제품 라인을 정비할 것으로 알려졌다.   삼성전자가 첨단 반도체 거점을 신설하면 일본이 강점을 가진 소재 및 제조장치 업체와 공동 연구를 통해 첨단 반도체 생산기술을 개발하게 된다. 재료 개발·검증 등에서도 일본 공급업체와 협력하게 된다.   앞서 윤석열 대통령과 기시다 후미오 일본 총리는 지난 7일 서울에서 열린 한일 정상회담에서 한국 반도체 제조업체와 일본 소재·부품·장비(소부장) 기업 간의 공조를 강화해 반도체 공급망을 구축하기로 합의했다.   삼성전자가 반도체 라인 건설을 위한 보조금을 일본 정부에 신청해 허가받으면 100억엔(약 1000억원) 이상의 보조금을 받을 것으로 전망된다.   시장조사업체 가트너에 따르면 삼성의 지난해 반도체 매출액은 655억달러(88조원)로 대만 TSMC(758억달러)에 이어 2위였다.   일본 정부는 과거 세계 최고였던 반도체 산업을 되살리기 위해 자국 내 공장 건설에 국내외 업체를 지원하고 있다.   세계 최대 반도체 파운드리 업체인 TSMC는 일본 구마모토현에 반도체 공장을 건설 중이다. 지난해 4월 착공해 2024년 말 가동을 목표로 하고 있다.   일본 정부는 TSMC에 공장 건설 비용의 절반인 4760억엔의 보조금을 지원했다  일본 주요 대기업들이 차세대 반도체 생산을 위해 지난해 공동 설립한 기업인 라피더스는 홋카이도 지토세에 공장 건설을 추진하고 있다.   일본 정부는 라피더스에 3300억엔을 지원한다.   라피더스는 세계에서 아직 생산기술이 확립되지 않은 2나노미터(㎚·10억분의 1ｍ) 공정의 반도체를 2025년에 시험 생산하고, 2027년부터 양산한다는 목표를 세웠다.
		]"
2023-05-14 18:23:01,"삼성·LG전자, 에어컨 점유율 놓고 신경전",https://n.news.naver.com/mnews/article/366/0000901484?sid=105,"[




삼성전자 모델이 서울 대치동에 위치한 삼성스토어 대치점에서 무풍에어컨을 소개하고 있다./삼성전자 제공        국내 에어컨 시장 점유율을 두고 삼성전자와 LG전자가 주도권을 잡기 위한 장외 신경전을 벌이고 있다. 삼성전자가 올해 1분기 시장 점유율을 공개하자 LG전자는 “정확한 수치가 아니다”라며 곧바로 반박했다.14일 삼성전자는 시장조사기관 GfK의 집계 자료를 인용해 올해 1분기 국내 에어컨 시장 점유율(수량 기준)이 48.6%를 기록했다고 밝혔다. 이에 따르면 지난 2013년 이후 10년 연속 1위다. 삼성전자는 에너지 소비 효율이 높은 무풍 에어컨 판매 비중이 2배 가량 증가했기 때문이라고 설명했다.삼성전자는 “에너지 소비효율이 높은 모델을 고객들이 선호하는 현상이 더욱 뚜렷하게 나타난 결과”라며 “올해도 전기 요금 걱정 없이 사용할 수 있도록 에너지 사용량을 줄인 무풍에어컨을 선보인다”고 했다.같은 기간 LG전자의 국내 에어컨 시장 점유율은 32.5%로 조사됐다. 그러자 LG전자는 “Gfk에 공식적으로 제품 판매량을 공개한 적이 없다”며 “Gfk 데이터에는 LG전자 제품을 가장 많이 판매하는 LG베스트샵 판매량이 정확히 반영되지 않아 실제 국내 시장 점유율과는 차이가 있다”고 주장했다.에어컨 시장점유율을 놓고 공방이 벌어진 것은 이번이 처음은 아니다. 지난 2013년에는 삼성전자가 GfK의 비공개 자료를 근거로 ‘국내 가정용 에어컨 시장점유율 1위’라는 TV 광고를 내보내자, LG전자가 한국방송협회에 이의를 제기하면서 갈등이 불거졌다. 당시 LG전자는 휘센 에어컨 신제품 발표회에서 “에어컨 시장점유율에 대한 정확한 숫자를 가지고 있는 곳은 없다”며 “LG전자가 GfK 통계에 자료를 제공하지 않아 신뢰하기 어렵다”고 주장했다.가전 업계에선 올해 국내 에어컨 시장 규모는 지난해 수준인 200만~250만 대일 것으로 예상했다.
]"
2023-05-14 09:17:01,"함영주 회장, 자카르타서 삼성전자와 손잡고 K-금융 전파",https://n.news.naver.com/mnews/article/018/0005485185?sid=101,"[
하나금융, 인도네시아 현지서 ‘라인뱅크-삼성’ 체험행사5분 대출로 그 자리에서 스마트 기기 구입까지 한번에함영주 “글로벌 파트너 협업으로 하나만의 가치 선사할 것”[이데일리 정두리 기자] 하나금융그룹은 지난 11일 인도네시아 자카르타 소재 대형 쇼핑몰인 ‘Senayan Park’에서 ‘라인뱅크-삼성 체험 행사를 개최했다고 14일 밝혔다.



하나금융그룹은 지난 11일 오후 인도네시아 자카르타 소재 대형 쇼핑몰인 Senayan Park에서 ‘LINE Bank X SAMSUNG’ 체험 행사를 개최했다. 함영주 회장(앞줄 왼쪽)이 현지 라인뱅크 직원들과 함께 단 5분만에 대출 신청과 승인, 송금과 결제가 쉽고 편리하게 이뤄지는 라인뱅크 앱의 대출 연계 간편결제를 경험해보고 있다. (사진=하나금융)인도네시아의 라인뱅크 손님들을 대상으로 삼성전자의 스마트 기기 체험형 매장에서 진행된 이번 행사는 인도네시아 현지 손님들이 삼성전자의 최첨단 스마트 기기를 체험하는 동시에 라인뱅크의 혁신금융 서비스로 쉽고 편리하게 제품을 구매할 수 있도록 준비됐다.이날 행사에 참여한 손님들을 위해 라인뱅크는 △QR코드 간편결제 △라인 캐릭터 직불카드 등 간편하고 재미있게 스마트 기기를 구입할 수 있는 다양한 결제 솔루션 제공은 물론 현장에서 바로 스마트폰 대출을 신청해 5분만에 제품 구입이 가능한 △대출 연계 간편결제 △캐시백 할인 프로세스 등을 마련해 K-금융의 혁신 경험을 현지 손님들에게 선사했다.특히 현장에서는 라인뱅크 앱으로 단 5분만에 서류 없이 대출 신청과 승인이 이뤄지는 대출 연계 간편결제 서비스와 QR코드를 찍기만 하면 바로 구매로 연결되는 간편결제 서비스가 구현돼 손님들은 갤럭시 S23 시리즈와 갤럭시 Z 플립4 등 삼성전자의 스마트 기기를 쉽고 편리하게 구매할 수 있었다.이날 행사장에는 수백명의 손님이 몰리며 현지인들의 뜨거운 관심을 확인할 수 있었다. 함영주 하나금융그룹 회장은 현지의 라인뱅크 직원들과 소통하는 한편 직접 라인뱅크 앱을 켜고 스마트 기기를 구입하는 절차를 체험했으며, 방문 손님들을 위해 준비된 ‘LINE Bank 손님 라운지’ 공간을 찾아 손님들과 함께 게임을 즐기고 이벤트에 참여하기도 했다.함영주 회장은 “그룹이 해외에서 최초로 출범한 모바일 전문 은행 라인뱅크가 출시 1년 만에 가입자 50만명을 넘어서는 등 이곳 현지에서 뜨거운 사랑을 받고 있는 것을 실감할 수 있었다”며 “앞으로도 하나금융그룹은 다양한 글로벌 파트너와의 협업을 통해 인도네시아 손님들은 물론 전 세계 손님들에게 하나금융만의 새로운 가치를 선보이겠다”고 밝혔다.라인뱅크는 이번 삼성전자와의 공동 체험 행사 등 인도네시아에 진출한 한국계 기업과의 협업뿐만 아니라 인도네시아 현지 플랫폼 및 빅테크 기업 등과의 제휴를 늘려가며 K-혁신금융의 영역을 지속적으로 확대해나갈 계획이다.한편 라인뱅크는 인도네시아 하나은행이 지난 2021년 한국 금융업계 최초로 글로벌 메신저 플랫폼사인 LINE(라인)과 함께 인도네시아에 론칭한 디지털뱅킹 서비스로 대한민국을 대표하는 K-혁신금융을 선도해 나가고 있다.
]"
2023-05-14 12:04:01,무풍 에어컨 인기에…삼성전자 1분기 국내 에어컨시장 점유율 48.6%,https://n.news.naver.com/mnews/article/277/0005258715?sid=101,"[
에너지 소비 효율 1등급 무풍 에어컨 실적 견인무풍 에어컨의 인기로 삼성전자의 올해 1분기 국내 에어컨 시장 점유율이 50%에 육박했다.14일 시장조사기관 GfK에 따르면 삼성전자의 1분기 국내 에어컨 시장점유율(수량 기준)은 48.6%를 기록했다. 같은 기간 LG전자의 시장점유율은 32.5%였다.삼성전자는 국내 에어컨 시장에서 2013년 43.6%의 점유율을 기록한 데 이어 2019년(37.6%)을 제외하고 40% 이상의 높은 점유율을 계속해서 유지하고 있다. 작년(41.0%)까지 10년 연속 1위다.



삼성전자 모델이 서울 대치동에 위치한 삼성스토어 대치점에서 무풍에어컨을 소개하고 있다.(사진출처=삼성전자)특히 올해 1분기의 경우 에너지 소비 효율 1등급 무풍 에어컨 판매 비중이 전년 대비 2배로 증가했다. 경기 침체 여파로 가전제품 구매 수요가 위축된 가운데 고객들이 에너지 소비효율이 높은 모델을 선호하는 현상이 영향을 미친 것으로 보인다.삼성전자는 에너지 사용량을 줄인 무풍 에어컨을 선보이고 있다. 스탠드형과 벽걸이형, 가정용 시스템 에어컨에 이어 지난달에는 창문형 에어컨 최초로 무풍 냉방 기능을 도입한 '비스포크 무풍 에어컨 윈도우핏'을 출시해 고객 선택의 폭을 넓혔다.2023년형 비스포크 무풍 에어컨 갤러리는 전 모델 에너지 소비효율 1∼2등급 제품이며, 가정용 무풍 시스템에어컨은 전 모델 에너지 소비효율 1등급을 받았다. 창문형 에어컨 무풍 에어컨 윈도우핏도 에너지 소비효율 1등급을 획득했다.무풍 에어컨 갤러리의 경우 에너지 소비효율 1등급 최저 기준보다 10% 냉방 효율이 더 높은 에너지 특화 모델도 출시했다.삼성전자는 무풍 냉방 사용 시 최대(MAX) 냉방 대비 최대 90% 소비전력을 절약할 수 있으며, 스마트싱스 에너지의 '인공지능(AI) 절약 모드'를 활용하면 추가로 에너지 사용량을 20% 절감할 수 있어 전기요금 부담을 덜 수 있다고 설명했다.다만 LG전자는 삼성이 발표한 GfK 데이터에는 LG전자 제품을 가장 많이 판매하는 LG 베스트샵 판매량이 정확히 반영되지 않아 실제 국내 시장 점유율과는 차이가 있을 수밖에 없다는 입장이다. LG전자 관계자는 “LG전자는 GfK에 공식적으로 제품 판매량을 공개한 적이 전혀 없다”고 밝혔다.
]"
2023-05-14 09:40:17,"삼성전자, 무풍 덕분에 '활짝'…1분기 에어컨 점유율 절반",https://n.news.naver.com/mnews/article/421/0006804529?sid=101,"[
'에너지효율 1등급' 무풍에어컨, 판매 비중 2배 ↑



삼성전자 모델이 서울 대치동에 위치한 삼성스토어 대치점에서 무풍에어컨을 소개하고 있다.(삼성전자 제공)(서울=뉴스1) 신건웅 기자 = 삼성전자(005930)가 에너지 소비효율 1등급의 무풍에어컨을 앞세워 국내 에어컨 시장을 휩쓸고 있다.14일 시장조사기관 GFK에 따르면 삼성전자의 1분기 국내 에어컨 시장 점유율은 48.6%다.삼성전자는 국내 에어컨 시장에서 2013~2022년(2019년 제외) 꾸준히 40% 초중반대 점유율을 기록해왔는데 올해 1분기엔 50%에 가까워졌다.특히 삼성전자의 에너지 소비효율 1등급 무풍에어컨 판매 비중이 전년 대비 2배로 늘었다. 삼성전자는 최근 경기침체 영향으로 가전제품 구매 수요는 전반적으로 위축된 상황에서 에너지 소비효율이 높은 고객들이 선호하는 현상이 더욱 뚜렷이 나타난 것으로 분석했다. 삼성전자는 에너지 사용량을 줄인 새로운 무풍에어컨을 선보이고 있다. 스탠드형, 벽걸이형, 가정용 시스템 에어컨에 이어 지난달엔 창문형 에어컨 최초로 무풍 냉방 기능을 도입한 '비스포크 무풍에어컨 윈도우핏'을 출시했다. 2023년형 비스포크 무풍에어컨 갤러리는 전 모델 에너지 소비효율 1~2등급 제품이며, 가정용 무풍 시스템에어컨은 전 모델 에너지 소비효율 1등급을 받았다. 창문형 에어컨 무풍에어컨 윈도우핏도 에너지 소비효율 1등급을 획득했다.무풍에어컨 갤러리의 경우, 에너지 소비효율 1등급 최저 기준보다 10% 냉방 효율이 더 높은 에너지 특화 모델도 출시했다.삼성전자 관계자는 ""무풍에어컨은 무풍 냉방 사용 시 최대 냉방 대비 최대 90% 소비전력을 절약할 수 있다""며 ""스마트싱스 에너지의 'AI 절약 모드'를 활용하면 추가로 에너지 사용량을 20% 절감할 수 있어 전기요금에 대한 부담을 크게 덜 수 있다""고 말했다.
		]"
2023-05-15 07:02:01,“삼성전자 스마트폰 싸움에 포로 잡혔네” 얻어 터지는 카드사들[머니뭐니],https://n.news.naver.com/mnews/article/016/0002143137?sid=101,"[




아이폰13 프로(왼쪽), 갤럭시S22 울트라(오른쪽) [애플, 삼성전자 제공][헤럴드경제=홍승희 기자] “삼성전자가 어떻게 나올지 모른다”(카드업계 관계자)카드사에 전운이 감돌고 있다. 간편결제를 필두로 한 삼성전자와 애플의 국내 스마트폰 점유율 싸움 중간에 끼어버렸기 때문이다. 애플페이가 한국에 진출하자 수수료를 받지 않고 삼성페이에 카드사를 입점시켰던 삼성전자가 건당 수수료를 부과할 수도, 삼성페이에서 퇴출시킬 수도 있다는 게 업계 이야기다. 두 선택지 중 어떤 일이 일어나더라도 카드사에겐 치명적인 상황이다.안 그래도 불황인데…삼성전자 ‘통보’에 불안 떠는 카드사12일 금융권에 따르면 국내 카드사들은 올 한해 카드업계의 불황을 대비해 내실경영에 돌입했다. 지난 1분기 1등 카드사인 신한카드가 전년 동기 대비 5.23% 감소한 1667억원의 당기순익을 기록한 데 이어, 삼성카드와 KB국민카드 모두 각각 9.51%, 31.03% 급감한 성적표를 받아들었다. 이에 카드사들은 허리띠를 졸라매고 고객 이벤트 등 줄일 수 있는 비용부터 최대한 줄여나간다는 방침이다.



내실경영 기조 속에서 카드사의 가장 큰 걱정거리는 최근 삼성전자와 애플 사이에 벌어지는 ‘페이 싸움’이다. 삼성전자가 그동안 별도 수수료 없이 카드사와 삼성페이 단체계약을 맺어왔던 것과 달리, 재계약이 이뤄지는 오는 8월 무료 계약의 자동 연장을 하지 않겠다고 통보했기 때문이다. 현대카드가 단독으로 국내 도입한 애플페이가 건당 0.15% 수준의 수수료를 수취하는 것으로 알려지며 업계에선 삼성전자 또한 수수료 무료 정책을 중단할 것으로 보고 있다.① 수수료 수취 ②애플페이 입점 방해…두 가지 시나리오



애플페이.업계에선 두 가지 시나리오가 가능하다고 보고 있다. 삼성전자가 무료로 이어오던 삼성페이에 수수료를 부과하거나, 애플페이에 입점하지 않는 조건으로 삼성페이 무료 정책을 이어가는 선택지가 그것이다.한 업계 관계자는 “삼성전자가 삼성페이를 운영해온 건 국내 갤럭시 스마트폰 점유율을 유지하기 위한 것”이라며 “애플페이가 확산되고 아이폰 점유율도 더 높아진다면 실제 삼성전자가 카드사의 애플페이 입점을 적극적으로 반대할 수 있다”고 말했다.두 시나리오 중 어떤 상황이 펼쳐진다고 해도, 카드사에겐 치명적인 결과를 가져올 예정이다. 삼성전자가 삼성페이에 대해 건당 수수료를 부과할 경우 카드사는 본업인 신용판매에서 또 다른 비용을 늘려야 한다. 한국은행의 ‘2022년중 전자지급서비스 이용 현황’에 따르면 지난 한 해간 휴대폰 제조사를 통한 간편결제(삼성페이) 일 평균 이용금액은 전년 대비 34.7% 성장한 1853억2000만원에 달한다. 간편결제 이용이 계속 늘어나는 상황에서, 연간 수천억원의 수수료를 지불해야 하는 것이다.



서울 한 매장에서 애플페이로 결제하는 모습. 홍승희 기자애플페이에 대한 고객들의 니즈가 높아질 경우 무조건 애플페이 도입을 미룰 수도 없는 상황이다. 카운터포인트리서치의 ‘국내 스마트폰 점유율’에 따르면 지난해 말 기준 삼성 핸드폰의 점유율은 64%, 애플페이의 점유율은 34%에 해당한다. 아이폰14 시리즈의 흥행으로 애플의 점유율이 성장하는 상황에서 애플페이에 대한 카드사 고객들의 니즈는 더욱 늘어날 전망이다.한 카드업계 관계자는 “애플페이에 내는 수수료 문제로 카드사들은 다 같이 긴장한 모습”이라며 “대세에 안 따라 갈 순 없지 않느냐는 잠정적 시선이 있지만 비용 측면에서 고민이 크다”고 전했다.




]"
2023-05-15 04:09:04,삼성전자 에어컨 1분기 시장 점유율 48.6%,https://n.news.naver.com/mnews/article/005/0001608415?sid=101,"[
“에너지 효율 높은 제품 선호 뚜렷”



삼성전자 모델이 서울 대치동에 위치한 삼성스토어 대치점에서 무풍에어컨을 소개하고 있다. 삼성전자 제공삼성전자는 시장조사기관 GfK 자료를 인용해 올해 1분기 국내 에어컨 시장에서 점유율(수량 기준) 48.6%를 기록했다고 14일 밝혔다. 특히 삼성전자 무풍에어컨의 1분기 판매 비중은 전년 대비 배로 상승했다. 삼성전자는 “경기침체 영향으로 가전제품 구매 수요가 전반적으로 위축된 상황에서도 고객들이 에너지 소비효율이 높은 모델을 선호하는 현상이 뚜렷하게 나타난 결과”라고 설명했다.무풍에어컨은 무풍 냉방으로 사용하면 최대 냉방 대비 90%까지 소비전력을 절약할 수 있다. 2023년형 비스포크 무풍에어컨 갤러리는 전 모델이 에너지 소비효율 1~2등급 제품이다. 가정용 무풍 시스템에어컨은 전 모델이 에너지 소비효율 1등급을 받았다. 지난달에는 창문형 에어컨 최초로 무풍 냉방기능을 도입한 ‘비스포크 무풍에어컨 윈도우핏’을 출시하며 전체 에어컨 라인업을 무풍으로 완성했다.같은 기간 LG전자의 국내 에어컨 시장 점유율은 32.5%로 나타났다. 다만 LG전자 관계자는 “LG전자는 GfK에 공식적으로 제품 판매량을 공개한 적이 전혀 없다. GfK 데이터에는 LG베스트샵 판매량이 정확하게 반영되지 않아 실제 점유율과 차이가 있을 수밖에 없다”고 말했다.
		]"
